File generated for type: PKW_
Time of generation:2025-08-04 14:57:15
day,hour,count,n_counts
3,15,2618325.4523932682,53.509536968966856
3,16,3216488.9804024072,65.73393534779956
3,17,4413198.6425467115,90.19055125438949
3,18,4677322.918995093,95.58834002892777
3,19,3319649.8929127473,67.84218841339107
3,20,1693293.250839764,34.60507085637242
3,21,987432.2961013794,20.179708715848573
3,22,638505.1441389157,13.04884180228529
3,23,17977.213930786264,0.3673922172467771
4,0,0.0,0.0
4,1,0.0,0.0
4,2,0.0,0.0
4,3,0.0,0.0
4,4,0.0,0.0
4,5,17831.13186133282,0.36440680384494906
4,6,907449.1084530401,18.54512836509323
4,7,2362569.798792058,48.28277396710733
4,8,2960735.5072909105,60.50721690762537
4,9,2499122.7307698126,51.073444681936024
4,10,2179422.444010802,44.53987403750601
4,11,2141011.1305675954,43.75487933990754
4,12,2262358.659210486,46.234804081147935
4,13,2279049.244573232,46.57590205034241
4,14,2429229.4531412804,49.645067273876336
4,15,2684942.442185147,54.87095835940997
4,16,3207269.4724659845,65.54552042011791
4,17,4340907.8359185895,88.71317662693507
4,18,4541960.81367527,92.82200570170058
4,19,3214087.4771112218,65.68485690759904
4,20,1635522.228539652,33.42443051592992
4,21,990290.9073740105,20.23812886580852
4,22,672610.6456196676,13.745840561802119
4,23,53493.395583998456,1.0932204115348472
5,0,0.0,0.0
5,1,0.0,0.0
5,2,0.0,0.0
5,3,0.0,0.0
5,4,0.0,0.0
5,5,73.04103472672382,0.0014927067009140413
5,6,870068.7799563296,17.781203442093847
5,7,2102103.6858960073,42.95974543204311
5,8,2330606.9130997,47.62956288059905
5,9,1928666.5566499229,39.415289004480975
5,10,1897981.9642545828,38.788201821848524
5,11,2042950.1579284482,41.75085144648767
5,12,2166455.458374438,44.274873597377045
5,13,2400461.4789798274,49.057149154107265
5,14,2795461.95966966,57.129595917710596
5,15,3139132.240949555,64.15303053485218
5,16,3649111.018347464,74.57523691779774
5,17,4812059.084129964,98.34188229875954
5,18,4848557.4206496915,99.087782349314
5,19,3495761.570023952,71.44130337002686
5,20,2075346.6603165243,42.412924161938484
5,21,1538916.7918613504,31.450148754808215
5,22,1412007.918834367,28.856569325360226
5,23,519411.2536572039,10.614973648238838
6,0,33147.55756898226,0.6774216916186494
6,1,0.0,0.0
6,2,0.0,0.0
6,3,0.0,0.0
6,4,0.0,0.0
6,5,0.0,0.0
6,6,146.08206945344764,0.0029854134018280827
6,7,159895.85847418156,3.267719580997229
6,8,449984.4826726739,9.196130026168467
6,9,927606.1890999308,18.95706953576602
6,10,1437775.9043556787,29.383178029640327
6,11,1914147.5027322595,39.11856964453605
6,12,2406720.429693532,49.185060508402735
6,13,2595247.2459410825,53.03789806701067
6,14,2672677.0264286622,54.62029558665898
6,15,2802511.3969816943,57.2736620902767
6,16,2859638.0147529296,58.441133025850384
6,17,2848013.3622149136,58.20356524214886
6,18,2565806.606815111,52.43623299658895
6,19,1995469.0599286794,40.780501650428725
6,20,1536490.3472050715,31.400560599172472
6,21,1525020.1120075304,31.166148573049227
6,22,1623331.30389726,33.17529008449818
6,23,716668.3210631233,14.646227414304915
